"urlDrugName","rating","effectiveness","sideEffects","condition","benefitsReview","sideEffectsReview","sideEffectsNumber","effectivenessNumber","weightedRating","ratingLabel","sideEffectsInverse","benefits_preprocesado","effects_preprocesado"
"vagifem",10,"Highly Effective","No Side Effects","chronic urinary and yeast infections due to drynes","Before the use of vagifem tablets, I had to endure a series of urinary infections after sometimes painful sexual intercourse.  I also had painful cracks in mucoal lining of vulva due to aging and dryness.  After beginning the use of this drug, I found that the ncreased mucous in vagina resolved both of these problems.","diminished disposable income",1,5,10,1,5,"use vagifem tablet endur seri urinari infect sometim pain sexual intercours also pain crack mucoal line vulva due age dryness begin use drug found ncreas mucous vagina resolv problem","diminish dispos incom"
"dilantin",8,"Moderately Effective","Mild Side Effects","seizures","to prevent seizures after being exposed to lead in our old  house in Philadelphia I started having seizues after testing there was no evidence of elipesy or history of elipesy in our family but still was diagnosed with a seizure disorder and after testing it was discovered that my metabolism was so high that it was tough to keep the proper amount of levels without constant blood level checks","gum swelling",2,3,6,1,4,"prevent seizur expos lead old hous philadelphia start seizu test evid elipesi histori elipesi famili still diagnos seizur disord test discov metabol high tough keep proper amount level without constant blood level check","gum swell"
"levaquin",8,"Considerably Effective","Mild Side Effects","sinus infection","I had a terrible sinus infection with bloodly and puss-y? volumous nasal discharge once every 5 minutes.  Couldn't sleep much.","stomach slightly upset",2,4,8,1,4,"terribl sinus infect blood pussi volum nasal discharg everi 5 minut couldnt sleep much","stomach slight upset"
"doxycycline",2,"Ineffective","Extremely Severe Side Effects","acne rosacea","nothing....I think I am getting worse! I dont know what else to write, I just dont get better!..I am so dissappointed, I feel my eyes tired and dry easily, I get tired so fast and my lips are dry the whole day!","upset stomach, nausea, fever",5,1,2,0,1,"nothingi think get wors dont know els write just dont get betteri dissappoint feel eye tire dri easili get tire fast lip dri whole day","upset stomach nausea fever"
"elavil",5,"Moderately Effective","Moderate Side Effects","depression and anxiety","i do not take as long now to get to sleep where i used to lay awake most of the night tossing and turning i do feel more relaxed as  i now can go on short jorneys on my own which i could not before they have helped me through","drowsy confused hangover feeling nervous when getting out of bed for the first 2 or 3 hours weight gain craving for sweet things tired",3,3,6,1,3,"take long now get sleep use lay awak night toss turn feel relax now can go short jorney help","drowsi confus hangov feel nervous get bed first 2 3 hour weight gain crave sweet thing tire"
"premarin",10,"Highly Effective","No Side Effects","post menopausal /hysterectomy","I took Premarin 1.25 after my total hysterectomy in 1992. I stopped taking it in 2003 when the study came out. I looked wonderful. My hair was great, my skin that of a much younger woman. Now, the elasticity is totally gone, I am losing hair and I feel my quality of life has gone downhill. I, also, developed severed osteopenia. I have started back on .625 and plan to take it for 10 more years. My mother in law has been on it for 35 years and looks and feels much younger than her 76 years. I have no risk factors, so I decided it is right for me","none",1,5,10,1,5,"took premarin 125 total hysterectomi 1992 stop take 2003 studi came look wonder hair great skin much younger woman now elast total gone lose hair feel qualiti life gone downhil also develop sever osteopenia start back 625 plan take 10 year mother law 35 year look feel much younger 76 year risk factor decid right","none"
"cymbalta",10,"Highly Effective","Moderate Side Effects","pain and depression","after taking 30mg for 4 days i realized in the middle of the night that i no longer had any pain any where in my body. before my whole body hurt. i'm thinking i must have had fibromyalgia. i still have no pain and therefore am able to move about more easily. i'm hoping this will last. i can't remember a time in my life when i had no pain. i also noticed that my hot flashes have all but deminished.","i noticed i was more tired during the day but i do believe that is beginning to wane. but i seem to be ok as long as i am active. it was well worth it to have no pain. this has been awesome.",3,5,8,1,3,"take 30mg 4 day realiz middl night longer pain bodi whole bodi hurt im think must fibromyalgia still pain therefor abl move easili im hope will last cant rememb time life pain also notic hot flash deminish","notic tire day believ begin wane seem ok long activ well worth pain awesom"
"ponstel",10,"Highly Effective","No Side Effects","severe menstrual cramps","Cramps were reduced from a 10 to a 2 on the pain scale.  Hormonal migraines were completely gone.  There was no bloating, fatigue, moodiness, or any of the other PMS symptoms.","This medication gave me no side-effects.",1,5,10,1,5,"cramp reduc 10 2 pain scale hormon migrain complet gone bloat fatigu moodi pms symptom","medic gave sideeffect"
"zyban",2,"Considerably Effective","Extremely Severe Side Effects","to stop smoking","It was the first product I ever tried that actually stopped my desire to quit smoking. Unfortunately due to the severe allergic reaction I had I was no longer able to take it.","I had a severe allergic reaction. It included hive, swelling and internalized into the joints. I had to take steroids to alleviate the reaction",5,4,6,0,1,"first product ever tri actual stop desir quit smoke unfortun due sever allerg reaction longer abl take","sever allerg reaction includ hive swell intern joint take steroid allevi reaction"
"zithromax",4,"Moderately Effective","Severe Side Effects","throat infection","infection improved in 7 days, temperature subsided in 3 days, soreness subsided in 5 days, overal wellbeing returned in about 10 days","rash, itching over the whoe body, especialy the trunk, persisted for 4 days, but didn't get worse after the first treatment with Benadryl",4,3,6,0,2,"infect improv 7 day temperatur subsid 3 day sore subsid 5 day over wellb return 10 day","rash itch whoe bodi especiali trunk persist 4 day didnt get wors first treatment benadryl"
"sarafem",8,"Considerably Effective","Moderate Side Effects","severe depression","A substantial improvement in mood was noticed within a week, hence the quick effect was very beneficial. The medication certainly made life much more enjoyable and enabled me to cope with general situations much better. Reduced general irritability.  I took this medication during two pregnancies and found no ill effects of the new borns.","Some anxiety, especially when beginning this medication. Hyperhidrosis of axillae, which I found the most frustrating side effect. Severely reduced libido. Lethargy and general tiredness.",3,4,8,1,3,"substanti improv mood notic within week henc quick effect benefici medic certain made life much enjoy enabl cope general situat much better reduc general irrit took medic two pregnanc found ill effect new born","anxieti especi begin medic hyperhidrosi axilla found frustrat side effect sever reduc libido lethargi general tired"
"metrogel",9,"Considerably Effective","No Side Effects","rosacea","After 15 years of ineffective medications, I finally got my rosacea under control with Metrogel. I still have occasional flare-ups, but with nowhere near the intensity or frequency I had them before. I wish I had discovered this medication years earlier. 





I see a lot of people here saying they abandoned MetroGel after a few days because it initially made their rosacea worse. I had the same experience, but pushed through, and found that it worked wonders by the 2nd or 3rd week. You just have to deal with looking awful for a week or two. Like I said, it's not perfect, but it really has made life a lot better for me. I just hope it remains effective until they find a cure (ha!).","A little stinging, but nothing serious",1,4,8,1,5,"15 year ineffect medic final got rosacea control metrogel still occasion flareup nowher near intens frequenc wish discov medic year earlier see lot peopl say abandon metrogel day initi made rosacea wors experi push found work wonder 2nd 3rd week just deal look aw week two like said perfect realli made life lot better just hope remain effect find cure ha","littl sting noth serious"
"alprazolam",8,"Considerably Effective","Mild Side Effects","anxiety, panic attck, nervousness","I experienced Xannax more effective for anxiety and panic attacks.","I didn't feel any alarming side effects from this medication even after using for  over 8 years. 


The feeling of dependency doesn't bother as we are sometimes addict of certain foods also.",2,4,8,1,4,"experienc xannax effect anxieti panic attack","didnt feel alarm side effect medic even use 8 year feel depend doesnt bother sometim addict certain food also"
"methadone",8,"Highly Effective","Moderate Side Effects","drug addiction","I was able to control my addiction and not have to depend on pills to get through the day","falling asleep anywhere",3,5,8,1,3,"abl control addict depend pill get day","fall asleep anywher"
"advair-diskus",1,"Marginally Effective","Extremely Severe Side Effects","copd","At first it helped.","I did not realize at first that they were side effects. I thought that my chronic bronchitis had gotten much worse. Then I began to develop bouts of extreme fatigue, anxiety and occasional panic attacks that had nothing to do with COPD. Then I started to have choking fits. They were becoming so serious that I feared choking to death. I suspected Advair, so I tried not taking it and then taking it again. The cause was identified and I stopped taking Advair. The choking fits ceased. The fatigue, anxiety, and panic attacks were found to be a malfunciton of my adrenal gland (confimed by lab tests). The chronic bronchitis improved dramatically.",5,2,4,0,1,"first help","realiz first side effect thought chronic bronchiti gotten much wors began develop bout extrem fatigu anxieti occasion panic attack noth copd start choke fit becom serious fear choke death suspect advair tri take take caus identifi stop take advair choke fit ceas fatigu anxieti panic attack found malfunciton adren gland confim lab test chronic bronchiti improv dramat"
"latisse",10,"Considerably Effective","No Side Effects","grow lashes","notice lash growth within 2 months. After about three months I noticed a huge increase in lash growth. Increase in lashes. The color of my lashes remained the same. I also feel that there might be a slight increase in the overall thickness.","eyelids were a little itchy at first. They were also a little red. Went aways after a few weeks. Think it may have been a result on the application of the drops. Think I may have got some of the solution on my eyelid instead of just the upper base lash. After being more careful the redness went away.",1,4,8,1,5,"notic lash growth within 2 month three month notic huge increas lash growth increas lash color lash remain also feel might slight increas overal thick","eyelid littl itchi first also littl red went away week think may result applic drop think may got solut eyelid instead just upper base lash care red went away"
"nuvaring",2,"Highly Effective","Severe Side Effects","birth control","very effective birth control, nice not to take pill every day, couldnt feel it while it was inserted, except when exercising.","loss of willpower and motivation, depression, mood swings, high loss of sexual desire, loss of vaginal lubrication, energy loss. I stayed on the ring for a year and recently went off it and within a few days couldnt believe how happy i felt and how my energy went up i had sexual desire motivation and willpower. About two months of being off it i decided to try it again, the last 2 weeks have been horrible im so depressed instantly, i can hardly get out of bed i want to sleep all day and night, cant control my eating and emotions.  I have never had problems with depression i am very happy and sucessful, cant believe the mental effects of this birth control, horrible. I wont continue using it.",4,5,8,0,2,"effect birth control nice take pill everi day couldnt feel insert except exercis","loss willpow motiv depress mood swing high loss sexual desir loss vagin lubric energi loss stay ring year recent went within day couldnt believ happi felt energi went sexual desir motiv willpow two month decid tri last 2 week horribl im depress instant can hard get bed want sleep day night cant control eat emot never problem depress happi sucess cant believ mental effect birth control horribl wont continu use"
"trilipix",8,"Considerably Effective","Mild Side Effects","high ldl","Quickly lowered ldl 100 points.","knee tenderness",2,4,8,1,4,"quick lower ldl 100 point","knee tender"
"xenical",9,"Highly Effective","Mild Side Effects","obesity","weight loss, better awareness of how much fat is in foods.","Oily stools, worse if you eat too much fat, I try to stick to foods that are 5% of less.",2,5,10,1,4,"weight loss better awar much fat food","oili stool wors eat much fat tri stick food 5 less"
"ritalin",6,"Considerably Effective","Severe Side Effects","adhd, inattentive type","improved concentration, increased productivity, decrease in impulsivity, decrease in distractibilty, increased libido","significant increase in anxiety, esp during times of stress, increased libido, increased anger, increased sweating, visible nervousness, increased emotional reactivity, short temper.",4,4,6,1,2,"improv concentr increas product decreas impuls decreas distractibilti increas libido","signific increas anxieti esp time stress increas libido increas anger increas sweat visibl nervous increas emot reactiv short temper"
"clomid",9,"Highly Effective","Moderate Side Effects","female problems, trying to get pregnant, ovulation","One thing that Clomid does is aids in maturing the eggs.. many women ovulate, but the eggs that are released aren't reaching ""full maturity"" beforehand. An egg that isn't ""mature"" usually cannot be fertilized...this was part of my case (Clomid certainly does other things to aid in getting pregnant and ovulating, etc). I took Clomid for YEARS. Conceived my daughter on Clomid the first month (she's now 13 yrs old), but also took it for years after that with no luck....eventually got pg with no outside help.","Enlargement of the ovaries -- up to 13.6 percent of women 


Hot flashes -- up to 10.4 percent 


Abdominal (stomach) or pelvic pain or bloating -- up to 5.5 percent 


Upset stomach (nausea) or vomiting -- up to 2.2 percent 


Breast pain -- up to 2.1 percent 


Headache -- up to 1.3 percent (see Clomid and Migraines) 


Abnormal menstrual bleeding, including spotting between periods or long, heavy periods -- up to 1.3 percent.",3,5,8,1,3,"one thing clomid aid matur egg mani women ovul egg releas arent reach full matur beforehand egg isnt matur usual fertilizedthi part case clomid certain thing aid get pregnant ovul etc took clomid year conceiv daughter clomid first month shes now 13 yrs old also took year luckeventu got pg outsid help","enlarg ovari 136 percent women hot flash 104 percent abdomin stomach pelvic pain bloat 55 percent upset stomach nausea vomit 22 percent breast pain 21 percent headach 13 percent see clomid migrain abnorm menstrual bleed includ spot period long heavi period 13 percent"
"zyban",8,"Highly Effective","Moderate Side Effects","smoking","I gave up smoking fo four months after taking Zyban for 10 weeks","Zyban made me not care about smoking, it also made me not care about anything else, not exactly depressed - just nothing seemed worthwhle.",3,5,8,1,3,"gave smoke fo four month take zyban 10 week","zyban made care smoke also made care anyth els exact depress just noth seem worthwhl"
"cardura-xl",8,"Considerably Effective","No Side Effects","bph","Increased urinary flow w/o the side effects of Flomax (decreased erectile strength). Available strengths are more varied with Cardura, thus effectiveness can be achieved with minimal dosage.","None with Cardura. I switched from Flomax because the minimum dosage of 4 mg reduced libido and erectile strength. Not completely, but ""half-mast"" so to speak.",1,4,8,1,5,"increas urinari flow wo side effect flomax decreas erectil strength avail strength vari cardura thus effect can achiev minim dosag","none cardura switch flomax minimum dosag 4 mg reduc libido erectil strength complet halfmast speak"
"ceclor",1,"Ineffective","Severe Side Effects","ear infection","My son had an allergic reaction.  He broke out in sever hives all over his body","Time - let them go away on their own",4,1,2,0,2,"son allerg reaction broke sever hive bodi","time let go away"
"vyvanse",10,"Highly Effective","Mild Side Effects","adult add","With this medication versus other drugs to treat ADD, I do not experience a coming down off of something effect. It is highly effective without the severe side effects of comparable medications to treat the same condition. Also, it does not destroy my appetite and I feel healthier with particular medication. I don�t experience dry mouth (but I have always been a huge water drinker!), nervousness, irritability, insomnia, or that racing heart feeling.","Appetite is reduced, but not to an un-healthy degree. Smaller portions at both meal time and snack time are all that you can manage during the day. However, in my experience I eat normal dinner portions. In fact, I feel that with this medication I am eating ample, healthy portions for my gender, body-type and build.  It should be noted that with this and other medications like it you are often so focused it is easy to forget to eat, but it will catch up with you later in the day. You will want the portions you should have had, but no longer have the hours left to spread them out. I set a timer to remind me it�s time to stop and have lunch.",2,5,10,1,4,"medic versus drug treat add experi come someth effect high effect without sever side effect compar medic treat condit also destroy appetit feel healthier particular medic don�t experi dri mouth alway huge water drinker nervous irrit insomnia race heart feel","appetit reduc unhealthi degre smaller portion meal time snack time can manag day howev experi eat normal dinner portion fact feel medic eat ampl healthi portion gender bodytyp build note medic like often focus easi forget eat will catch later day will want portion longer hour left spread set timer remind �s time stop lunch"
"boniva",1,"Ineffective","Extremely Severe Side Effects","osteoporosis","None. Due to side effects I was only able to take a single dose. I am now hoping that I do not have permanent damage from the single dose. Time will tell.","Extreme agonizing bone pain in neck and ribs; high fever for 1 1/2 days; debilitating pain in shoulder and neck to the point that I could not get out of bed for 4 days. I subsequently read that it can aggravate previous injuries where bones have been broken or damaged. I had an earlier neck injury and compression fractures in my spine. I believe these old injuries were antagonized by the Boniva.",5,1,2,0,1,"none due side effect abl take singl dose now hope perman damag singl dose time will tell","extrem agon bone pain neck rib high fever 1 12 day debilit pain shoulder neck point get bed 4 day subsequ read can aggrav previous injuri bone broken damag earlier neck injuri compress fractur spine believ old injuri antagon boniva"
"flonase",7,"Considerably Effective","Mild Side Effects","allergies","Decreased sensitivity to Ragweed pollens during Fall season.","With extended use I was prone to ulcers in the nasal cavities.",2,4,8,1,4,"decreas sensit ragwe pollen fall season","extend use prone ulcer nasal caviti"
"lipitor",10,"Considerably Effective","No Side Effects","reduce cholesterol","Reduced cholesterol 35 points to 185, down from 230.  I also increased exercise and reduced red meats and eliminated french fries.","I didn't observe any side effects.",1,4,8,1,5,"reduc cholesterol 35 point 185 230 also increas exercis reduc red meat elimin french fri","didnt observ side effect"
"prilosec",9,"Considerably Effective","No Side Effects","severe indigestion diagnosed as possible ulcer","Although I was meant to take these daily, I felt my condition had arisen mainly due to a major change in diet. Being someone who doesn't like to take drugs regularly I decided to use on an as needs basis, so I now take if I feel the regular need to burp and have the early signs of indegestion (i.e. a knotty feeling in the centre of my chest, below the breast bone. For me, this drug acts quite quickly (about 15 mins) and goes a long way to alleviate the symptoms.","None",1,4,8,1,5,"although meant take daili felt condit arisen main due major chang diet someon doesnt like take drug regular decid use need basi now take feel regular need burp earli sign indegest ie knotti feel centr chest breast bone drug act quit quick 15 min goe long way allevi symptom","none"
"levoxyl",9,"Highly Effective","Moderate Side Effects","thyroid disease","The benefits I received from treatment with this Unihroid drug was that my thyroid hormone levels fell back within normal range according to the many thyroid hormone profile blood tests, TSH, T3 etc. which was ordered by thyroid specialist. Another benefit from Unithroid drug was that the goiter which I had developed prior to Unithroid treatment which had become increasingly larger had finally gone down to the point that my neck actually looked normal again.","My freaking hair has fallen out to the point that I am almost bald in front and around the front edges of my hair. My hair has been falling out since I began treatment with Unithroid and continues to shed today. My hair is practically bald in front and the hair on the the top and back of my head has fallen out so much that the once extremely thick hair I had is now thin, and breaks easily. From the hundreds of complaints I keep reading from other thyroid patients on the web, it appears that I am not alone in my dilemma, but to date, myself and the other hundreds of thyroid patients complaining of the same problem have yet to find a safe natural hair product to grow back hairloss from thyroid disease. Other side effects are sometimes depending on what I eat or the time of day, my pulse starts racing.",3,5,8,1,3,"benefit receiv treatment unihroid drug thyroid hormon level fell back within normal rang accord mani thyroid hormon profil blood test tsh t3 etc order thyroid specialist anoth benefit unithroid drug goiter develop prior unithroid treatment becom increas larger final gone point neck actual look normal","freak hair fallen point almost bald front around front edg hair hair fall sinc began treatment unithroid continu shed today hair practic bald front hair top back head fallen much extrem thick hair now thin break easili hundr complaint keep read thyroid patient web appear alon dilemma date hundr thyroid patient complain problem yet find safe natur hair product grow back hairloss thyroid diseas side effect sometim depend eat time day puls start race"
"nexium",5,"Marginally Effective","No Side Effects","active chronic gastritis","20 percent reduction of ulcer wounds in 4 months medication. Initially it was prescribe for 6 weeks (Feb 2008) but had no effects with the ulcer. The endoscoopy procedure revealed that the wounds became bigger and more inflamed. The medication was continued for another 6 weeks till June 2008. Slight improvement after 12 weeks of medication- The doctor recommends 6 months medication till the next endoscopy (till Dec. 2008) with the expectation that the ulcers will heal.","mild to mederate stomach ache",1,2,6,1,5,"20 percent reduct ulcer wound 4 month medic initi prescrib 6 week feb 2008 effect ulcer endoscoopi procedur reveal wound becam bigger inflam medic continu anoth 6 week till june 2008 slight improv 12 week medic doctor recommend 6 month medic till next endoscopi till dec 2008 expect ulcer will heal","mild meder stomach ach"
"oxycodone",10,"Highly Effective","Mild Side Effects","metastasized ovarian cancer/chemotherapy","One year after diagnosis, surgery and beginning chemotherapy for stage IIIc ovarian cancer, I am working 35+ hours per week and living more or less normally while receiving biweekly chemotherapy treatments.  Taking oxycodone makes all the difference in my quality of life, because it allows me to live without otherwise constant pain in my back, ribcage and belly.  In the absence of this pain, my mobility/activity level is excellent, I can think and focus clearly, and I am free of the depression and frustration of what could be a debilitating illness.","Occasional fogginess if otherwise fatigued; otherwise, I am surprised at the absence of noticeable side effects.",2,5,10,1,4,"one year diagnosi surgeri begin chemotherapi stage iiic ovarian cancer work 35 hour per week live less normal receiv biweek chemotherapi treatment take oxycodon make differ qualiti life allow live without otherwis constant pain back ribcag belli absenc pain mobilityact level excel can think focus clear free depress frustrat debilit ill","occasion foggi otherwis fatigu otherwis surpris absenc notic side effect"
"synthroid",9,"Considerably Effective","No Side Effects","tiredness","Less tired, no need for naps in the afternoon. Immune system improved.","None",1,4,8,1,5,"less tire need nap afternoon immun system improv","none"
"adderall",9,"Considerably Effective","Mild Side Effects","major clinical depression","Reduced fatigue, increased concentration, focus, and motivation.","Occasionally an increased heartrate.",2,4,8,1,4,"reduc fatigu increas concentr focus motiv","occasion increas heartrat"
"provigil",9,"Highly Effective","Mild Side Effects","shift work sleep disorder","I worked rotating day/night 12 hr shifts for 15 years and I was always tired and it was difficult to keep awake and a focused mind while working, especially on night shifts. I've been taking this drug for 6 years now and I have no problem staying awake, sharp and focused. I no longer even drink coffee at night when I'm at work. This drug has changed my life.","When I first started, I was taking 200mg before shift. It gave me the jitters and a headache. But when I went to 100mg that took care of that problem.",2,5,10,1,4,"work rotat daynight 12 hr shift 15 year alway tire difficult keep awak focus mind work especi night shift ive take drug 6 year now problem stay awak sharp focus longer even drink coffe night im work drug chang life","first start take 200mg shift gave jitter headach went 100mg took care problem"
"motrin",10,"Highly Effective","No Side Effects","migraine","reduced onset of nausea and vomiting headache usually subsiding within 3 hours; ability to continue to work or do other things so I dont have to sit in bed in misery . reduced onset of nausea and vomiting headache usually subsiding within 3 hours; ability to continue to work or do other things so I dont have to sit in bed in misery","rarely upset stomach",1,5,10,1,5,"reduc onset nausea vomit headach usual subsid within 3 hour abil continu work thing dont sit bed miseri reduc onset nausea vomit headach usual subsid within 3 hour abil continu work thing dont sit bed miseri","rare upset stomach"
"tirosint",4,"Moderately Effective","Moderate Side Effects","thyroid/total thyroidectomy due to cancer","I started taking Tirosint 125mcg 6 weeks ago due to a gluten and caseine allergy. I previously was taking synthroid however, the company couldnt verify the inactive ingredients. So to avoid gluten, caseine, and some really nasty anxiety symptms I switched to the Tirosint. 





The anxiety symptoms subsided from 1 attack per day to none. This was great!, but then new symptoms started after three weeks.","I felt dperessed, tired and very sore. My finger joints hurt so bad and to the touch. My back, and legs ached. Then my lower legs, ankles and feet started to swell. it is so bad that I cannot walk upon waking in the morning. If Im on my feet for more than an hour I have to elevate my legs due to the pain and swelling. I also gained alot of weight 8lbs. I'm a healthy 37 year old woman, I am active with two small boys, and eat an extremley healthy diet due to my Celiacs and Caseine allergies. 





I recently had my blood levels checked and to my surprise I was taking way too much Tirosint. My Endo said that the swelling and pain wasnt from the Tirosint and that I should see my Primary doctor...REALLY??  I was shocked due to my ""hypo"" symptoms. Im thinking of returning to Synthroid and switching doctors...",3,3,6,0,3,"start take tirosint 125mcg 6 week ago due gluten casein allergi previous take synthroid howev compani couldnt verifi inact ingredi avoid gluten casein realli nasti anxieti symptm libido tirosint anxieti symptom subsid 1 attack per day none great new symptom start three week","felt dperess tire sore finger joint hurt bad touch back leg ach lower leg ankl feet start swell bad walk upon wake morn im feet hour elev leg due pain swell also gain alot weight 8lbs im healthi 37 year old woman activ two small boy eat extremley healthi diet due celiac casein allergi recent blood level check surpris take way much tirosint endo said swell pain wasnt tirosint see primari doctorr shock due hypo symptom im think return synthroid switch doctor"
"nexium",10,"Highly Effective","No Side Effects","gastric esophageal reflux","Prior to treatment, patient had severe reflux.  She couldn't lie flat to sleep because of the reflux of acid into the esophagus.  She often had such pain from the reflux that she only slept 3-4 hours a night.","Within 2 days the reflux symptoms were controlled.  She only had problems if she ate an excessive amount late in the evening and needed to sleep on a wedge to prevent sudden reflux while asleep.  She has noticed that if she does not take the Nexium, the symptoms reappear within 2-3 days.",1,5,10,1,5,"prior treatment patient sever reflux couldnt lie flat sleep reflux acid esophagus often pain reflux slept 34 hour night","within 2 day reflux symptom control problem ate excess amount late even need sleep wedg prevent sudden reflux asleep notic take nexium symptom reappear within 23 day"
"minocin",5,"Marginally Effective","Mild Side Effects","acne","It reduced the severity of acne eruptions.","Upset stomach; yeast infections",2,2,6,1,4,"reduc sever acn erupt","upset stomach yeast infect"
"ortho-tri-cyclen",7,"Highly Effective","Moderate Side Effects","birth control","With proper administration I never feel too many side effects associated with hormonal imbalances.  I also use it as my primary source of birth control have never become pregnant.  Even during months that I failed to take it at the same time every day, I did not become pregnant.  The pill is super tiny and easy to swallow.","You have to be careful to take the appropriate dose (one pill per day at the same time). You MUST keep it on you at all times so that you are able to do so.  Missing a dose would often induce my period which would linger for weeks.  I also noticed a dramatic difference in the quality of my hair.  Over the last few years of taking the medication I have lost over 75 percent of the super thick head of hair I once had.",3,5,8,1,3,"proper administr never feel mani side effect associ hormon imbal also use primari sourc birth control never becom pregnant even month fail take time everi day becom pregnant pill super tini easi swallow","care take appropri dose one pill per day time must keep time abl miss dose often induc period linger week also notic dramat differ qualiti hair last year take medic lost 75 percent super thick head hair"
"lupron",1,"Moderately Effective","Severe Side Effects","endometriosis","The Lupron suppressed the growth of the Endometriosis on my urethas.","I experienced memory loss.",4,3,6,0,2,"lupron suppress growth endometriosi uretha","experienc memori loss"
"propecia",8,"Considerably Effective","Moderate Side Effects","hair loss","Reversal of hair loss. To stop hair loss before it becomes noticable. I still have most of my hair and am using this drug as a preventative measure.","Slight loss of libido. Ejaculations are not as strong since starting drug. Less semen production. Sometimes slight pain during ejaculations.",3,4,8,1,3,"revers hair loss stop hair loss becom notic still hair use drug prevent measur","slight loss libido ejacul strong sinc start drug less semen product sometim slight pain ejacul"
"avelox",10,"Highly Effective","No Side Effects","sinus infection","Felt better fairly quickly","none",1,5,10,1,5,"felt better fair quick","none"
"lipitor",7,"Considerably Effective","Mild Side Effects","high cholesterol","Lipitor is the only statin proven to provide a combination of impressive average LDL lowering of 39 percent to 60 percent, significant and proven cardiovascular event reductions, and a well-established safety profile across a broad range of patients.





It is the most prescribed cholesterol-lowering therapy in the world, with nearly 144 million patient-years of experience. Lipitor is supported by an extensive clinical trial program involving more than 400 ongoing and completed trials with more than 80,000 patients.","On 10 mg. didnt seem to have any side effects and my cholestrol went from 256 to 190 in 30 days-I was amazed but then after another month my cholestrol went back up to 235 and my doctor decided to bump up my dose to 20 mg.",2,4,8,1,4,"lipitor statin proven provid combin impress averag ldl lower 39 percent 60 percent signific proven cardiovascular event reduct wellestablish safeti profil across broad rang patient prescrib cholesterollow therapi world near 144 million patientyear experi lipitor support extens clinic trial program involv 400 ongo complet trial 80000 patient","10 mg didnt seem side effect cholestrol went 256 190 30 daysi amaz anoth month cholestrol went back 235 doctor decid bump dose 20 mg"
"avelox",1,"Ineffective","Extremely Severe Side Effects","sinus inection","None. Ended up in the hospital. Could have died within 15 minutes. This drug is dangerous. Couldn't talk, passed out and was rushed to hospital. NEVER HAD SUCH AN EXPERIENCE WITH A DRUG. It took several IV'S before I started to feel a little better. This medicine has long lasting effects on your body. Had problems thinking, had feelings of fear and walked like I was drunk. No I don't drink. I would never reccommend this medicine to anyone.","If my husband hadn't acted quickly I would have been dead in 15 minutes.",5,1,2,0,1,"none end hospit die within 15 minut drug danger couldnt talk pass rush hospit never experi drug took sever iv start feel littl better medicin long last effect bodi problem think feel fear walk like drunk dont drink never reccommend medicin anyon","husband hadnt act quick dead 15 minut"
"baciim",5,"Ineffective","Severe Side Effects","simple laceration","THIS IS A WIDELY USED COMMON ANTIBIOTIC OINTMENT FOR SUPERFICIAL LACERATIONS","A FULMINATING ALLERGIC REACTION",4,1,2,1,2,"wide use common antibiot ointment superfici lacer","fulmin allerg reaction"
"pristiq",9,"Highly Effective","Moderate Side Effects","depression","It has helped greatly with my depression. I had taken Wellburin for years and it stopped working. Pristiq has helped get my life back.","I had terrible side effects for 2-3 weeks. I couldn't think straight and could not sleep. My doctor suggested taking the pill every other day until I felt like I could handle the dosing. I am glad I stuck with it.",3,5,8,1,3,"help great depress taken wellburin year stop work pristiq help get life back","terribl side effect 23 week couldnt think straight sleep doctor suggest take pill everi day felt like handl dose glad stuck"
"retin-a",10,"Highly Effective","Mild Side Effects","minor acne","My skin stopped breaking out as often and became much softer and smoother. The color really improved as well - much less blotchy and more ""dewy.""","Very dry skin. A lot of peeling.",2,5,10,1,4,"skin stop break often becam much softer smoother color realli improv well much less blotchi dewi","dri skin lot peel"
"naproxen",1,"Ineffective","Moderate Side Effects","frozen shoulder","the medication did not benefit my shoulder pain at all.  The orthopedic doctor felt it would eventually kick in, but for me, it never did and didn't do anything to help.  It had adverse affects.  He was a very caring doctor who was trying to lessen the severe pain I experienced.","the treatment caused my blood pressure to increase quickly - within a week or so - to very high blood pressure.  I found that I was very nervous and felt horrid, dizzy.  I went to a GP who took me off of it.",3,1,4,0,3,"medic benefit shoulder pain orthoped doctor felt eventu kick never didnt anyth help advers affect care doctor tri lessen sever pain experienc","treatment caus blood pressur increas quick within week high blood pressur found nervous felt horrid dizzi went gp took"
"seasonique",3,"Highly Effective","Severe Side Effects","birth control","Well, I didnt have any babies, so I guess Seasonique did its job. My pimples cleard up.","Horrible HORRIBLE nausea for the first month or so. And I would vomit almost everyday, whether I ate something or not, it didnt matter, it was coming up. Sometimes eatting something would help, and sometimes I actually didnt throw up. But if I didnt eat anything, then it was guarenteed I would be paying a visit to my good friend: the toilet. I would usually take my pill at 8 in the morning, and the nausea would finally end around 3pm. This happned EVERYDAY. But around month 2 is where it would be ok, till month three, where I would have light spotting, then it would get heavier and heavier till it was as if I was having a full blown period.",4,5,8,0,2,"well didnt babi guess seasoniqu job pimpl cleard","horribl horribl nausea first month vomit almost everyday whether ate someth didnt matter come sometim eat someth help sometim actual didnt throw didnt eat anyth guarente pay visit good friend toilet usual take pill 8 morn nausea final end around 3pm happn everyday around month 2 ok till month three light spot get heavier heavier till full blown period"
